"ch"	"sex"	"age"	"morph"
"00000100"	"m"	"Ad"	"S"
"00000110"	"m"	"Ad"	"S"
"00000100"	"m"	"Ad"	"S"
"00000100"	"m"	"Ad"	"I"
"00000111"	"m"	"Ad"	"I"
"00000100"	"m"	"Ad"	"I"
"00000100"	"m"	"Ad"	"I"
"00000111"	"m"	"Ad"	"I"
"00000101"	"m"	"Ad"	"I"
"00000111"	"m"	"Ad"	"I"
"00000100"	"m"	"Ad"	"I"
"00000100"	"m"	"Ad"	"I"
"00000110"	"m"	"Ad"	"S"
"00000100"	"m"	"Ad"	"I"
"00000100"	"m"	"Ad"	"S"
"00000101"	"m"	"Ad"	"I"
"00000100"	"m"	"Ad"	"I"
"00000101"	"m"	"Ad"	"I"
"00000100"	"m"	"Ad"	"I"
"00000101"	"m"	"Ad"	"S"
"00000100"	"m"	"Ad"	"I"
"00000100"	"m"	"Ad"	"I"
"00000100"	"m"	"Ad"	"I"
"00000110"	"m"	"Ad"	"I"
"00000100"	"m"	"Ad"	"I"
"00000111"	"m"	"Ad"	"I"
"00000100"	"m"	"Ad"	"I"
"00000110"	"m"	"Ad"	"I"
"00000111"	"m"	"Ad"	"I"
"00000110"	"m"	"Ad"	"S"
"00000100"	"m"	"Ad"	"S"
"00000101"	"m"	"Ad"	"I"
"00000100"	"m"	"Ad"	"I"
"00000100"	"m"	"Ad"	"S"
"00000100"	"m"	"Ad"	"I"
"00000100"	"m"	"Ad"	"I"
"00000100"	"m"	"Ad"	"I"
"00000100"	"m"	"Ad"	"I"
"00000100"	"m"	"Ad"	"I"
"00000100"	"m"	"Ad"	"I"
"00000100"	"m"	"Ad"	"I"
"00000100"	"m"	"Ad"	"I"
"00000100"	"m"	"Ad"	"I"
"00000111"	"m"	"Ad"	"I"
"00000110"	"m"	"Ad"	"I"
"00000111"	"m"	"Ad"	"I"
"00000110"	"m"	"Ad"	"I"
"00000110"	"m"	"Ad"	"I"
"00000100"	"m"	"Ad"	"I"
"00000100"	"m"	"Ad"	"I"
"00000110"	"m"	"Ad"	"I"
"00000100"	"m"	"Ad"	"S"
"00000100"	"m"	"Ad"	"I"
"00000100"	"m"	"Ad"	"S"
"00000100"	"m"	"Ad"	"I"
"00000100"	"m"	"Ad"	"I"
"00000100"	"m"	"Ad"	"I"
"00000100"	"m"	"Ad"	"I"
"00000100"	"m"	"Ad"	"I"
"00000101"	"m"	"Ad"	"I"
"00000100"	"m"	"Ad"	"I"
"00000100"	"m"	"Ad"	"I"
"00000110"	"m"	"Ad"	"S"
"00000100"	"m"	"Ad"	"I"
"00000100"	"m"	"Ad"	"I"
"00000100"	"m"	"Ad"	"I"
"00000101"	"m"	"Ad"	"I"
"00000100"	"m"	"Ad"	"S"
"00000100"	"m"	"Ad"	"I"
"00000100"	"m"	"Ad"	"S"
"00000100"	"m"	"Ad"	"I"
"00000100"	"m"	"Ad"	"I"
"00000100"	"m"	"Ad"	"I"
"00000110"	"m"	"Ad"	"I"
"00000100"	"m"	"Ad"	"I"
"00000100"	"m"	"Ad"	"I"
"00000110"	"m"	"Ad"	"S"
"00000110"	"m"	"Ad"	"I"
"00000100"	"m"	"Ad"	"I"
"00000101"	"m"	"Ad"	"I"
"00000100"	"m"	"Ad"	"I"
"00000100"	"m"	"Ad"	"I"
"00000100"	"m"	"Ad"	"S"
"00000111"	"m"	"Ad"	"I"
"00000100"	"m"	"Ad"	"S"
"00000101"	"m"	"Ad"	"I"
"00000100"	"m"	"Ad"	"S"
"00000100"	"m"	"Ad"	"I"
"00000100"	"m"	"Ad"	"I"
"00000100"	"m"	"Ad"	"I"
"00000100"	"m"	"Ad"	"I"
"00000100"	"m"	"Ad"	"I"
"00000110"	"m"	"Ad"	"I"
"00000111"	"m"	"Ad"	"S"
"00000100"	"m"	"Ad"	"I"
"00000100"	"m"	"Ad"	"I"
"00000100"	"m"	"Ad"	"I"
"00000100"	"m"	"Ad"	"I"
"00000100"	"m"	"Ad"	"I"
"00000100"	"m"	"Ad"	"S"
"00000100"	"m"	"Ad"	"I"
"00000100"	"m"	"Ad"	"I"
"00000100"	"m"	"Ad"	"S"
"00000101"	"m"	"Ad"	"I"
"00000100"	"m"	"Ad"	"I"
"00000110"	"m"	"Ad"	"I"
"00000101"	"m"	"Ad"	"S"
"00000100"	"m"	"Ad"	"S"
"00000100"	"m"	"Ad"	"I"
"00000100"	"m"	"Ad"	"I"
"00000100"	"m"	"Ad"	"I"
"00000100"	"m"	"Ad"	"S"
"00000100"	"m"	"Ad"	"I"
"00000100"	"m"	"Ad"	"I"
"00000100"	"m"	"Ad"	"S"
"00000100"	"m"	"Ad"	"S"
"00000100"	"m"	"Ad"	"S"
"00000100"	"m"	"Ad"	"I"
"00000100"	"m"	"Ad"	"I"
"00000100"	"m"	"Ad"	"I"
"00000101"	"m"	"Ad"	"I"
"00000100"	"m"	"Ad"	"S"
"00000100"	"m"	"Ad"	"S"
"00000100"	"m"	"Ad"	"I"
"00000100"	"m"	"Ad"	"I"
"00000101"	"m"	"Ad"	"I"
"00000100"	"m"	"Ad"	"I"
"00000100"	"m"	"Ad"	"I"
"00000100"	"m"	"Ad"	"I"
"00000101"	"m"	"Ad"	"I"
"00000110"	"m"	"Ad"	"I"
"00000100"	"m"	"Ad"	"I"
"00000110"	"m"	"Ad"	"I"
"00000100"	"m"	"Ad"	"I"
"00000011"	"m"	"Ad"	"I"
"00000010"	"m"	"Ad"	"I"
"00000010"	"m"	"Ad"	"I"
"00000010"	"m"	"Ad"	"I"
"00000010"	"m"	"Ad"	"I"
"00000010"	"m"	"Ad"	"I"
"00000010"	"m"	"Ad"	"I"
"00000011"	"m"	"Ad"	"I"
"00000010"	"m"	"Ad"	"I"
"00000010"	"m"	"Ad"	"I"
"00000010"	"m"	"Ad"	"I"
"00000011"	"m"	"Ad"	"I"
"00000011"	"m"	"Ad"	"I"
"00000010"	"m"	"Ad"	"I"
"00000011"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"S"
"00000010"	"m"	"Ad"	"I"
"00000010"	"m"	"Ad"	"S"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"I"
"00000010"	"m"	"Ad"	"S"
"00000011"	"m"	"Ad"	"F"
"00000010"	"m"	"Ad"	"S"
"00000010"	"m"	"Ad"	"I"
"00000010"	"m"	"Ad"	"I"
"00000010"	"m"	"Ad"	"I"
"00000010"	"m"	"Ad"	"I"
"00000011"	"m"	"Ad"	"I"
"00000011"	"m"	"Ad"	"I"
"00000010"	"m"	"Ad"	"I"
"00000011"	"m"	"Ad"	"I"
"00000011"	"m"	"Ad"	"I"
"00000010"	"m"	"Ad"	"I"
"00000011"	"m"	"Ad"	"S"
"00000011"	"m"	"Ad"	"I"
"00000010"	"m"	"Ad"	"I"
"00000010"	"m"	"Ad"	"I"
"00000010"	"m"	"Ad"	"I"
"00000010"	"m"	"Ad"	"I"
"00000011"	"m"	"Ad"	"I"
"00000010"	"m"	"Ad"	"I"
"00000010"	"m"	"Ad"	"I"
"00000010"	"m"	"Ad"	"I"
"00000011"	"m"	"Ad"	"I"
"00000010"	"m"	"Ad"	"I"
"00000010"	"m"	"Ad"	"I"
"00000010"	"m"	"Ad"	"I"
"00000010"	"m"	"Ad"	"S"
"00000011"	"m"	"Ad"	"I"
"00000010"	"m"	"Ad"	"I"
"00000011"	"m"	"Ad"	"I"
"00000010"	"m"	"Ad"	"S"
"00000011"	"m"	"Ad"	"I"
"00000010"	"m"	"Ad"	"I"
"00000010"	"m"	"Ad"	"I"
"00000011"	"m"	"Ad"	"S"
"00000010"	"m"	"Ad"	"I"
"00000010"	"m"	"Ad"	"I"
"00000010"	"m"	"Ad"	"I"
"00000011"	"m"	"Ad"	"I"
"00000010"	"m"	"Ad"	"I"
"00000011"	"m"	"Ad"	"I"
"00000010"	"m"	"Ad"	"I"
"00000010"	"m"	"Ad"	"I"
"00000010"	"m"	"Ad"	"I"
"00000010"	"m"	"Ad"	"I"
"00000011"	"m"	"Ad"	"S"
"00000010"	"m"	"Ad"	"I"
"00000010"	"m"	"Ad"	"S"
"00000010"	"m"	"Ad"	"I"
"00000010"	"m"	"Ad"	"S"
"00000010"	"m"	"Ad"	"I"
"00000010"	"m"	"Ad"	"I"
"00000010"	"m"	"Ad"	"I"
"00000010"	"m"	"Ad"	"I"
"00000011"	"m"	"Ad"	"I"
"00000010"	"m"	"Ad"	"I"
"00000100"	"m"	"Ad"	"S"
"00000010"	"m"	"Ad"	"S"
"00000010"	"m"	"Ad"	"I"
"00000010"	"m"	"Ad"	"I"
"00000010"	"m"	"Ad"	"I"
"00000011"	"m"	"Ad"	"I"
"00000011"	"m"	"Ad"	"I"
"00000010"	"m"	"Ad"	"I"
"00000010"	"m"	"Ad"	"I"
"00000010"	"m"	"Ad"	"I"
"00000011"	"m"	"Ad"	"I"
"00000010"	"m"	"Ad"	"I"
"00000010"	"m"	"Ad"	"I"
"00000011"	"m"	"Ad"	"I"
"00000010"	"m"	"Ad"	"I"
"00000011"	"m"	"Ad"	"S"
"00000010"	"m"	"Ad"	"I"
"00000011"	"m"	"Ad"	"I"
"00000010"	"m"	"Ad"	"S"
"00000010"	"m"	"Ad"	"S"
"00000010"	"m"	"Ad"	"I"
"00000011"	"m"	"Ad"	"I"
"00000011"	"m"	"Ad"	"I"
"00000010"	"m"	"Ad"	"I"
"00000010"	"m"	"Ad"	"I"
"00000010"	"m"	"Ad"	"S"
"00000011"	"m"	"Ad"	"S"
"00000100"	"m"	"Ad"	"I"
"00000100"	"m"	"Ad"	"I"
"00000100"	"m"	"Ad"	"I"
"00000100"	"m"	"Ad"	"I"
"00000101"	"m"	"Ad"	"I"
"00000100"	"m"	"Ad"	"I"
"00000101"	"m"	"Ad"	"I"
"00000101"	"m"	"Ad"	"I"
"00000110"	"m"	"Ad"	"I"
"00000110"	"m"	"Ad"	"I"
"00000100"	"m"	"Ad"	"I"
"00000100"	"m"	"Ad"	"I"
"00000100"	"m"	"Ad"	"I"
"00000100"	"m"	"Ad"	"S"
"00000110"	"m"	"Ad"	"S"
"00000100"	"m"	"Ad"	"I"
"00000111"	"m"	"Ad"	"I"
"00000100"	"m"	"Ad"	"I"
"00000100"	"m"	"Ad"	"I"
"00000111"	"m"	"Ad"	"I"
"00000100"	"m"	"Ad"	"I"
"00000100"	"m"	"Ad"	"I"
"00000100"	"m"	"Ad"	"S"
"00000100"	"m"	"Ad"	"S"
"00000100"	"m"	"Ad"	"I"
"00000110"	"m"	"Ad"	"I"
"00000100"	"m"	"Ad"	"I"
"00000100"	"m"	"Ad"	"I"
"00000111"	"m"	"Ad"	"I"
"00000111"	"m"	"Ad"	"S"
"00000100"	"m"	"Ad"	"S"
"00000111"	"m"	"Ad"	"I"
"00000100"	"m"	"Ad"	"I"
"00000100"	"m"	"Ad"	"I"
"00000100"	"m"	"Ad"	"S"
"00000100"	"m"	"Ad"	"I"
"00000100"	"m"	"Ad"	"I"
"00000101"	"m"	"Ad"	"I"
"00000100"	"m"	"Ad"	"I"
"00000101"	"m"	"Ad"	"I"
"00000100"	"m"	"Ad"	"I"
"00000100"	"m"	"Ad"	"I"
"00000101"	"m"	"Ad"	"I"
"00000100"	"m"	"Ad"	"I"
"00000100"	"m"	"Ad"	"I"
"00000111"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"S"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"I"
"00000011"	"m"	"Ad"	"I"
"00000011"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"S"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"S"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"I"
"00000011"	"m"	"Ad"	"I"
"00000011"	"m"	"Ad"	"I"
"00000010"	"m"	"Ad"	"I"
"00000010"	"m"	"Ad"	"I"
"00000011"	"m"	"Ad"	"I"
"00000010"	"m"	"Ad"	"I"
"00000010"	"m"	"Ad"	"I"
"00000011"	"m"	"Ad"	"F"
"00000010"	"m"	"Ad"	"I"
"00000010"	"m"	"Ad"	"I"
"00000011"	"m"	"Ad"	"I"
"00000010"	"m"	"Ad"	"I"
"00000011"	"m"	"Ad"	"I"
"00000011"	"m"	"Ad"	"I"
"00000011"	"m"	"Ad"	"I"
"00000011"	"m"	"Ad"	"S"
"00000010"	"m"	"Ad"	"I"
"00000011"	"m"	"Ad"	"I"
"00000010"	"m"	"Ad"	"S"
"00000010"	"m"	"Ad"	"I"
"00000011"	"m"	"Ad"	"I"
"00000010"	"m"	"Ad"	"I"
"00000010"	"m"	"Ad"	"I"
"00000010"	"m"	"Ad"	"I"
"00000010"	"m"	"Ad"	"I"
"00000010"	"m"	"Ad"	"I"
"00000010"	"m"	"Ad"	"I"
"00000011"	"m"	"Ad"	"I"
"00000010"	"m"	"Ad"	"I"
"00000010"	"m"	"Ad"	"I"
"00000011"	"m"	"Ad"	"I"
"00000011"	"m"	"Ad"	"I"
"00000011"	"m"	"Ad"	"I"
"00000010"	"m"	"Ad"	"S"
"00000010"	"m"	"Ad"	"S"
"00000011"	"m"	"Ad"	"I"
"00000011"	"m"	"Ad"	"I"
"00000010"	"m"	"Ad"	"I"
"00000010"	"m"	"Ad"	"S"
"00000011"	"m"	"Ad"	"S"
"00000010"	"m"	"Ad"	"I"
"00000010"	"m"	"Ad"	"I"
"00000010"	"m"	"Ad"	"I"
"00000010"	"m"	"Ad"	"I"
"00000011"	"m"	"Ad"	"S"
"00000010"	"m"	"Ad"	"S"
"00000010"	"m"	"Ad"	"I"
"00000010"	"m"	"Ad"	"I"
"00000010"	"m"	"Ad"	"S"
"00000010"	"m"	"Ad"	"I"
"00000010"	"m"	"Ad"	"I"
"00000010"	"m"	"Ad"	"I"
"00000010"	"m"	"Ad"	"S"
"00000010"	"m"	"Ad"	"I"
"00000010"	"m"	"Ad"	"I"
"00000010"	"m"	"Ad"	"I"
"00000011"	"m"	"Ad"	"S"
"00000010"	"m"	"Ad"	"I"
"00000010"	"m"	"Ad"	"I"
"00000011"	"m"	"Ad"	"I"
"00000011"	"m"	"Ad"	"I"
"00000011"	"m"	"Ad"	"I"
"00000010"	"m"	"Ad"	"S"
"00000010"	"m"	"Ad"	"I"
"00000010"	"m"	"Ad"	"I"
"00000011"	"m"	"Ad"	"S"
"00000010"	"m"	"Ad"	"I"
"00000010"	"m"	"Ad"	"I"
"00000011"	"m"	"Ad"	"I"
"00000011"	"m"	"Ad"	"I"
"00000011"	"m"	"Ad"	"I"
"00000011"	"m"	"Ad"	"I"
"00000010"	"m"	"Ad"	"I"
"00000010"	"m"	"Ad"	"I"
"00000010"	"m"	"Ad"	"I"
"00000010"	"m"	"Ad"	"S"
"00000010"	"m"	"Ad"	"I"
"00000010"	"m"	"Ad"	"I"
"00000010"	"m"	"Ad"	"S"
"00000010"	"m"	"Ad"	"I"
"00000010"	"m"	"Ad"	"I"
"00000011"	"m"	"Ad"	"I"
"00000010"	"m"	"Ad"	"I"
"00000010"	"m"	"Ad"	"I"
"00000010"	"m"	"Ad"	"I"
"00000011"	"m"	"Ad"	"I"
"00000010"	"m"	"Ad"	"I"
"00000010"	"m"	"Ad"	"I"
"00000010"	"m"	"Ad"	"I"
"00000011"	"m"	"Ad"	"I"
"00000010"	"m"	"Ad"	"I"
"00000011"	"m"	"Ad"	"S"
"00000011"	"m"	"Ad"	"I"
"00000010"	"m"	"Ad"	"I"
"00000010"	"m"	"Ad"	"I"
"00000011"	"m"	"Ad"	"I"
"00000011"	"m"	"Ad"	"S"
"00000011"	"m"	"Ad"	"I"
"00000010"	"m"	"Ad"	"I"
"00000010"	"m"	"Ad"	"I"
"00000010"	"m"	"Ad"	"I"
"00000011"	"m"	"Ad"	"I"
"00000011"	"m"	"Ad"	"I"
"00000010"	"m"	"Ad"	"I"
"00000010"	"m"	"Ad"	"S"
"00000010"	"m"	"Ad"	"I"
"00000011"	"m"	"Ad"	"S"
"00000011"	"m"	"Ad"	"I"
"00000010"	"m"	"Ad"	"I"
"00000010"	"m"	"Ad"	"I"
"00000011"	"m"	"Ad"	"I"
"00000011"	"m"	"Ad"	"I"
"00000011"	"m"	"Ad"	"I"
"00000010"	"m"	"Ad"	"I"
"00000010"	"m"	"Ad"	"I"
"00000010"	"m"	"Ad"	"I"
"00000011"	"m"	"Ad"	"I"
"00000011"	"m"	"Ad"	"I"
"00000010"	"m"	"Ad"	"I"
"00000010"	"m"	"Ad"	"S"
"00000011"	"m"	"Ad"	"S"
"00000010"	"m"	"Ad"	"I"
"00000010"	"m"	"Ad"	"I"
"00000010"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"S"
"00000001"	"m"	"Ad"	"I"
"00000010"	"m"	"Ad"	"I"
"00000011"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"S"
"00000001"	"m"	"Ad"	"S"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"S"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"S"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"S"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"S"
"00000001"	"m"	"Ad"	"S"
"00000001"	"m"	"Ad"	"S"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"S"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"S"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"S"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"S"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"S"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"S"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"S"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"S"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"S"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"S"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"S"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"S"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"S"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"S"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"S"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"S"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"S"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"S"
"00000001"	"m"	"Ad"	"S"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"S"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"S"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"S"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"S"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"S"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"S"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"S"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"S"
"00000001"	"m"	"Ad"	"F"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"S"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"S"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"F"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"S"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"S"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"S"
"00000001"	"m"	"Ad"	"I"
"00000001"	"m"	"Ad"	"I"
"01000000"	"m"	"Ad"	"I"
"01000000"	"m"	"Ad"	"I"
"01000000"	"m"	"Ad"	"I"
"01000000"	"m"	"Ad"	"I"
"01000000"	"m"	"Ad"	"I"
"01000000"	"m"	"Ad"	"S"
"01110000"	"m"	"Ad"	"I"
"01001000"	"m"	"Ad"	"I"
