"ch"	"sex"	"age"	"morph"
"00100000"	"f"	"Ad"	"I"
"00110000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"S"
"00100000"	"m"	"Ad"	"I"
"00110000"	"m"	"Ad"	"S"
"00101000"	"m"	"Ad"	"S"
"00100000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00011000"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"S"
"00010000"	"m"	"Ad"	"I"
"00011000"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"I"
"00011000"	"m"	"Ad"	"I"
"00011000"	"m"	"Ad"	"S"
"00011000"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"I"
"00010100"	"m"	"Ad"	"I"
"00011101"	"m"	"Ad"	"I"
"00011110"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"S"
"00110000"	"m"	"Ad"	"S"
"00110000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"S"
"00110100"	"m"	"Ad"	"I"
"00110000"	"m"	"Ad"	"I"
"00011000"	"m"	"Ad"	"S"
"00011100"	"m"	"Ad"	"S"
"00010000"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"I"
"00011100"	"m"	"Ad"	"I"
"00011000"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"I"
"00010111"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"I"
"00011000"	"m"	"Ad"	"I"
"00011000"	"m"	"Ad"	"I"
"00010100"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"S"
"00100000"	"m"	"Ad"	"I"
"00111100"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00100100"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"S"
"00100000"	"m"	"Ad"	"I"
"00101000"	"m"	"Ad"	"I"
"00101000"	"m"	"Ad"	"S"
"00100000"	"m"	"Ad"	"S"
"00100000"	"m"	"Ad"	"I"
"00101000"	"m"	"Ad"	"I"
"00101100"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00111011"	"m"	"Ad"	"I"
"00111010"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00110000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00110000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"S"
"00011000"	"m"	"Ad"	"F"
"00011100"	"m"	"Ad"	"S"
"00010000"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"I"
"00011000"	"m"	"Ad"	"I"
"00011000"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"I"
"00011000"	"m"	"Ad"	"I"
"00010100"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"I"
"00011000"	"m"	"Ad"	"I"
"00010011"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"S"
"00010000"	"m"	"Ad"	"S"
"00011100"	"m"	"Ad"	"I"
"00101000"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00100100"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"I"
"00011000"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"S"
"00010000"	"m"	"Ad"	"I"
"00010101"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"I"
"00010001"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"I"
"00010010"	"m"	"Ad"	"I"
"00011000"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"S"
"00010000"	"m"	"Ad"	"S"
"00010011"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"S"
"00010000"	"m"	"Ad"	"S"
"00010000"	"m"	"Ad"	"I"
"00010100"	"m"	"Ad"	"I"
"00011111"	"m"	"Ad"	"S"
"00010000"	"m"	"Ad"	"I"
"00010110"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"I"
"00010100"	"m"	"Ad"	"I"
"00011110"	"m"	"Ad"	"I"
"00011010"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"S"
"00011010"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"I"
"00010100"	"m"	"Ad"	"S"
"00010000"	"m"	"Ad"	"I"
"00010100"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"F"
"00010000"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"I"
"00011000"	"m"	"Ad"	"I"
"00010010"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"I"
"00011000"	"m"	"Ad"	"I"
"00011000"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"I"
"00010001"	"m"	"Ad"	"I"
"00111000"	"m"	"Ad"	"I"
"00011010"	"m"	"Ad"	"S"
"00011110"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"I"
"00011111"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"I"
"00010001"	"m"	"Ad"	"I"
"00011110"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"I"
"00010010"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"S"
"00011010"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"I"
"00011000"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"I"
"00011000"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"I"
"00011100"	"m"	"Ad"	"S"
"00010000"	"m"	"Ad"	"I"
"00011100"	"m"	"Ad"	"I"
"00011000"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"S"
"00010000"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"S"
"00011001"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"S"
"00010111"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"I"
"00011100"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"I"
"00010011"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"I"
"00100010"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"S"
"00100000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"S"
"00101000"	"m"	"Ad"	"I"
"00100100"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00110001"	"m"	"Ad"	"I"
"00111000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00101000"	"m"	"Ad"	"I"
"00101000"	"m"	"Ad"	"I"
"00100001"	"m"	"Ad"	"S"
"00100000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00100010"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"S"
"00110000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00111110"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"S"
"00101100"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00101000"	"m"	"Ad"	"I"
"00100010"	"m"	"Ad"	"I"
"00011000"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"I"
"00011000"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"I"
"00011000"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"I"
"00011100"	"m"	"Ad"	"I"
"00011000"	"m"	"Ad"	"I"
"00011000"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"I"
"00011000"	"m"	"Ad"	"S"
"00011000"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"I"
"00010010"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"I"
"00011000"	"m"	"Ad"	"I"
"00011000"	"m"	"Ad"	"I"
"00011000"	"m"	"Ad"	"I"
"00011011"	"m"	"Ad"	"S"
"00011100"	"m"	"Ad"	"I"
"00011010"	"m"	"Ad"	"I"
"00011000"	"m"	"Ad"	"I"
"00011000"	"m"	"Ad"	"I"
"00011010"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"S"
"00010000"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"I"
"00010100"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"S"
"00010000"	"m"	"Ad"	"S"
"00010001"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"I"
"00010100"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"I"
"00010010"	"m"	"Ad"	"S"
"00011000"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"S"
"00010000"	"m"	"Ad"	"I"
"00010000"	"f"	"Ad"	"I"
"00010000"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"F"
"00010000"	"m"	"Ad"	"I"
"00010100"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"S"
"00010000"	"m"	"Ad"	"I"
"00011010"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"S"
"00010000"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"S"
"00010000"	"m"	"Ad"	"I"
"00010100"	"m"	"Ad"	"I"
"00011000"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"I"
"00011000"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"S"
"00010000"	"m"	"Ad"	"S"
"00010000"	"m"	"Ad"	"I"
"00010100"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"F"
"00010000"	"m"	"Ad"	"S"
"00011000"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"I"
"00011110"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"I"
"00011011"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"I"
"00011000"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"S"
"00010000"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"S"
"00011000"	"m"	"Ad"	"S"
"00011000"	"m"	"Ad"	"S"
"00010100"	"m"	"Ad"	"I"
"00011000"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"S"
"00010000"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"S"
"00011000"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"I"
"00010100"	"m"	"Ad"	"S"
"00011000"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"S"
"00011000"	"m"	"Ad"	"S"
"00010000"	"m"	"Ad"	"S"
"00010000"	"m"	"Ad"	"I"
"00010100"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"S"
"00010000"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"I"
"00011000"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"S"
"00011000"	"m"	"Ad"	"I"
"00011000"	"m"	"Ad"	"I"
"00011000"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"I"
"00011000"	"m"	"Ad"	"I"
"00011000"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"S"
"00010000"	"m"	"Ad"	"I"
"00011100"	"m"	"Ad"	"S"
"00010000"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"I"
"00010011"	"m"	"Ad"	"I"
"00010011"	"m"	"Ad"	"S"
"00010000"	"m"	"Ad"	"I"
"00011000"	"m"	"Ad"	"I"
"00011111"	"m"	"Ad"	"S"
"00010000"	"m"	"Ad"	"S"
"00010000"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"S"
"00011100"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"I"
"00001000"	"m"	"Ad"	"S"
"00011111"	"m"	"Ad"	"S"
"00011001"	"m"	"Ad"	"I"
"00001000"	"m"	"Ad"	"I"
"00001000"	"m"	"Ad"	"I"
"00001000"	"m"	"Ad"	"I"
"00001000"	"m"	"Ad"	"F"
"00001100"	"m"	"Ad"	"I"
"00001000"	"m"	"Ad"	"I"
"00001011"	"m"	"Ad"	"I"
"00001100"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"I"
"00011000"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"I"
"00011100"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"S"
"00010000"	"m"	"Ad"	"S"
"00001000"	"m"	"Ad"	"S"
"00001100"	"m"	"Ad"	"I"
"00001100"	"m"	"Ad"	"I"
"00001000"	"m"	"Ad"	"I"
"00001000"	"m"	"Ad"	"S"
"00001010"	"m"	"Ad"	"I"
"00001010"	"m"	"Ad"	"I"
"00001100"	"m"	"Ad"	"I"
"00001000"	"m"	"Ad"	"I"
"00001010"	"m"	"Ad"	"S"
"00001110"	"m"	"Ad"	"I"
"00001111"	"m"	"Ad"	"S"
"00001111"	"m"	"Ad"	"I"
"00001111"	"m"	"Ad"	"I"
"00001100"	"m"	"Ad"	"I"
"00001110"	"m"	"Ad"	"I"
"00001110"	"m"	"Ad"	"I"
"00001000"	"m"	"Ad"	"I"
"00001000"	"m"	"Ad"	"I"
"00011011"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"F"
"00010000"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"S"
"00010000"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"S"
"00010100"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"I"
"00011000"	"m"	"Ad"	"I"
"00011100"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"I"
"00010100"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"S"
"00001000"	"m"	"Ad"	"I"
"00001000"	"m"	"Ad"	"S"
"00001100"	"m"	"Ad"	"I"
"00001100"	"m"	"Ad"	"I"
"00001000"	"m"	"Ad"	"I"
"00001000"	"m"	"Ad"	"I"
"00001000"	"m"	"Ad"	"I"
"00001100"	"m"	"Ad"	"I"
"00001000"	"m"	"Ad"	"I"
"00001010"	"m"	"Ad"	"I"
"00001000"	"m"	"Ad"	"S"
"00001010"	"m"	"Ad"	"I"
"00001101"	"m"	"Ad"	"S"
"00001000"	"m"	"Ad"	"I"
"00001000"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"S"
"00011000"	"m"	"Ad"	"S"
"00010010"	"m"	"Ad"	"I"
"00011111"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"I"
"00011000"	"m"	"Ad"	"S"
"00001000"	"m"	"Ad"	"I"
"00001101"	"m"	"Ad"	"I"
"00001111"	"m"	"Ad"	"I"
"00001100"	"m"	"Ad"	"I"
"00001010"	"m"	"Ad"	"I"
"00001000"	"m"	"Ad"	"I"
"00001010"	"m"	"Ad"	"I"
"00001000"	"m"	"Ad"	"I"
"00001000"	"m"	"Ad"	"I"
"00001000"	"m"	"Ad"	"I"
"00001011"	"m"	"Ad"	"I"
"00001010"	"m"	"Ad"	"I"
"00001000"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"I"
"00010010"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"I"
"00011110"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"S"
"00010000"	"m"	"Ad"	"I"
"00011011"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"I"
"00011111"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"I"
"00011100"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"I"
"00010010"	"m"	"Ad"	"I"
"00010100"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"I"
"00010010"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"I"
"00011000"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"I"
"00011111"	"m"	"Ad"	"S"
"10000000"	"m"	"Ad"	"I"
"10001000"	"m"	"Ad"	"I"
"10000000"	"m"	"Ad"	"I"
"10000000"	"m"	"Ad"	"S"
"10000000"	"m"	"Ad"	"I"
"10000000"	"m"	"Ad"	"I"
"10000000"	"m"	"Ad"	"I"
"10000000"	"m"	"Ad"	"I"
"11101000"	"m"	"Ad"	"I"
"11000000"	"m"	"Ad"	"I"
"10010000"	"m"	"Ad"	"I"
"10100000"	"m"	"Ad"	"I"
"10000000"	"m"	"Ad"	"I"
"10000000"	"m"	"Ad"	"I"
"10100000"	"m"	"Ad"	"I"
"11110000"	"m"	"Ad"	"I"
"11000000"	"m"	"Ad"	"S"
"10000000"	"m"	"Ad"	"S"
"10111000"	"m"	"Ad"	"S"
"10000000"	"m"	"Ad"	"I"
"11100000"	"m"	"Ad"	"I"
"10000000"	"m"	"Ad"	"I"
"10000000"	"m"	"Ad"	"I"
"10000000"	"m"	"Ad"	"S"
"10000000"	"m"	"Ad"	"I"
"11000000"	"m"	"Ad"	"I"
"10000000"	"m"	"Ad"	"I"
"10000000"	"m"	"Ad"	"S"
"10000000"	"m"	"Ad"	"I"
"10000000"	"m"	"Ad"	"S"
"10000000"	"m"	"Ad"	"I"
"10000000"	"m"	"Ad"	"I"
"10000000"	"m"	"Ad"	"I"
"10000000"	"m"	"Ad"	"S"
"10000000"	"m"	"Ad"	"I"
"10000000"	"m"	"Ad"	"I"
"11110110"	"m"	"Ad"	"I"
"10000000"	"m"	"Ad"	"I"
"11000000"	"m"	"Ad"	"I"
"10000000"	"m"	"Ad"	"I"
"10001110"	"m"	"Ad"	"I"
"10000000"	"m"	"Ad"	"S"
"10000000"	"m"	"Ad"	"I"
"10000000"	"m"	"Ad"	"I"
"10000000"	"m"	"Ad"	"I"
"10100000"	"m"	"Ad"	"I"
"10110000"	"m"	"Ad"	"I"
"10000000"	"m"	"Ad"	"I"
"10111000"	"m"	"Ad"	"I"
"10000000"	"m"	"Ad"	"I"
"10000000"	"m"	"Ad"	"I"
"10000000"	"m"	"Ad"	"I"
"10100000"	"m"	"Ad"	"I"
"10000010"	"m"	"Ad"	"I"
"10100000"	"m"	"Ad"	"S"
"10000000"	"m"	"Ad"	"I"
"10000000"	"m"	"Ad"	"I"
"10000000"	"m"	"Ad"	"I"
"10100000"	"m"	"Ad"	"I"
"10000000"	"m"	"Ad"	"S"
"10000000"	"m"	"Ad"	"I"
"10000000"	"m"	"Ad"	"I"
"11111000"	"m"	"Ad"	"I"
"10000000"	"m"	"Ad"	"I"
"10000000"	"m"	"Ad"	"I"
"10100000"	"m"	"Ad"	"I"
"10010000"	"m"	"Ad"	"I"
"10000000"	"m"	"Ad"	"I"
"10000000"	"m"	"Ad"	"I"
"10000000"	"m"	"Ad"	"I"
"10000000"	"m"	"Ad"	"I"
"10110000"	"m"	"Ad"	"I"
"10010000"	"m"	"Ad"	"I"
"10100000"	"m"	"Ad"	"I"
"10000000"	"m"	"Ad"	"I"
"10000000"	"m"	"Ad"	"I"
"10110000"	"m"	"Ad"	"S"
"11100000"	"m"	"Ad"	"I"
"10000000"	"m"	"Ad"	"I"
"10000000"	"m"	"Ad"	"S"
"10000000"	"m"	"Ad"	"I"
"10000000"	"m"	"Ad"	"I"
"10001001"	"m"	"Ad"	"S"
"10000000"	"m"	"Ad"	"I"
"11100000"	"m"	"Ad"	"I"
"10000000"	"m"	"Ad"	"I"
"10000000"	"m"	"Ad"	"S"
"11000000"	"m"	"Ad"	"S"
"10000000"	"m"	"Ad"	"I"
"10100000"	"m"	"Ad"	"I"
"11000000"	"m"	"Ad"	"I"
"10000000"	"m"	"Ad"	"I"
"10100000"	"m"	"Ad"	"S"
"10000000"	"m"	"Ad"	"I"
"10000000"	"m"	"Ad"	"I"
"10000000"	"m"	"Ad"	"I"
"10000000"	"m"	"Ad"	"I"
"10100000"	"m"	"Ad"	"I"
"10000000"	"m"	"Ad"	"I"
"10100000"	"m"	"Ad"	"I"
"10000000"	"m"	"Ad"	"I"
"10000000"	"m"	"Ad"	"I"
"11000000"	"m"	"Ad"	"S"
"10000000"	"m"	"Ad"	"I"
"10000000"	"m"	"Ad"	"I"
"10000000"	"m"	"Ad"	"I"
"10000000"	"m"	"Ad"	"I"
"11000000"	"m"	"Ad"	"I"
"11010000"	"m"	"Ad"	"I"
"10010000"	"m"	"Ad"	"I"
"10001000"	"m"	"Ad"	"I"
"10010000"	"m"	"Ad"	"I"
"10000000"	"m"	"Ad"	"I"
"10000000"	"m"	"Ad"	"I"
"10000000"	"m"	"Ad"	"I"
"10000000"	"m"	"Ad"	"I"
"10000000"	"m"	"Ad"	"I"
"10000000"	"m"	"Ad"	"I"
"10000000"	"m"	"Ad"	"I"
"11110000"	"m"	"Ad"	"I"
"10000000"	"m"	"Ad"	"I"
"10000000"	"m"	"Ad"	"S"
"10000000"	"m"	"Ad"	"I"
"11000000"	"m"	"Ad"	"I"
"10000000"	"m"	"Ad"	"I"
"10000000"	"m"	"Ad"	"I"
"10000000"	"m"	"Ad"	"I"
"10000000"	"m"	"Ad"	"I"
"10000000"	"m"	"Ad"	"I"
"11110000"	"m"	"Ad"	"S"
"10000000"	"m"	"Ad"	"I"
"10000000"	"m"	"Ad"	"I"
"10000000"	"m"	"Ad"	"I"
"10101000"	"m"	"Ad"	"I"
"10000000"	"m"	"Ad"	"I"
"10000000"	"m"	"Ad"	"I"
"10000000"	"m"	"Ad"	"I"
"10000000"	"m"	"Ad"	"I"
"10100000"	"m"	"Ad"	"I"
"10000000"	"m"	"Ad"	"I"
"11000000"	"m"	"Ad"	"I"
"11000000"	"m"	"Ad"	"I"
"10000000"	"m"	"Ad"	"I"
"10000010"	"m"	"Ad"	"I"
"10100000"	"m"	"Ad"	"F"
"10000000"	"m"	"Ad"	"I"
"10000000"	"m"	"Ad"	"I"
"10000000"	"m"	"Ad"	"I"
"10000000"	"m"	"Ad"	"I"
"10000000"	"m"	"Ad"	"I"
"10000000"	"m"	"Ad"	"I"
"10000000"	"m"	"Ad"	"I"
"10000000"	"m"	"Ad"	"I"
"10000000"	"m"	"Ad"	"I"
"10000000"	"m"	"Ad"	"I"
"10100000"	"m"	"Ad"	"I"
"10000000"	"m"	"Ad"	"I"
"10000000"	"m"	"Ad"	"I"
"10000000"	"m"	"Ad"	"I"
"10000000"	"m"	"Ad"	"I"
"10010000"	"m"	"Ad"	"F"
"10000000"	"m"	"Ad"	"I"
"10100000"	"m"	"Ad"	"I"
"10000000"	"m"	"Ad"	"I"
"10000000"	"m"	"Ad"	"I"
"10000000"	"m"	"Ad"	"I"
"10000000"	"m"	"Ad"	"I"
"10000000"	"m"	"Ad"	"I"
"10000000"	"m"	"Ad"	"I"
"10000000"	"m"	"Ad"	"I"
"10000000"	"m"	"Ad"	"I"
"10000000"	"m"	"Ad"	"I"
"11000000"	"m"	"Ad"	"I"
"10000000"	"m"	"Ad"	"I"
"10000000"	"m"	"Ad"	"I"
"10100000"	"m"	"Ad"	"I"
"10110000"	"m"	"Ad"	"I"
"10000000"	"m"	"Ad"	"I"
"10000000"	"m"	"Ad"	"I"
"10010000"	"m"	"Ad"	"I"
"10000000"	"m"	"Ad"	"I"
"10100000"	"m"	"Ad"	"S"
"10000000"	"m"	"Ad"	"I"
"10100000"	"m"	"Ad"	"I"
"10000000"	"m"	"Ad"	"I"
"10000000"	"m"	"Ad"	"I"
"10100000"	"m"	"Ad"	"I"
"10000000"	"m"	"Ad"	"I"
"10000000"	"m"	"Ad"	"I"
"10100000"	"m"	"Ad"	"I"
"10100000"	"m"	"Ad"	"I"
"10000000"	"m"	"Ad"	"S"
"10000000"	"m"	"Ad"	"I"
"10100000"	"m"	"Ad"	"I"
"10100000"	"m"	"Ad"	"I"
"10000000"	"m"	"Ad"	"I"
"10000000"	"m"	"Ad"	"I"
"10000000"	"m"	"Ad"	"I"
"10000000"	"m"	"Ad"	"S"
